time_min,height_fraction,nmp_state,lock_fraction,stress_mpa,modulus_mpa
2,0.23770492,0.92846056,0.0010533991,1.9095153e-06,0.021024993
2,0.25409836,0.92721916,0.0010828316,1.930553e-06,0.02106825
2,0.2704918,0.92588906,0.0011152792,1.9532771e-06,0.021116624
2,0.28688525,0.92446905,0.0011509927,1.9777658e-06,0.021170686
2,0.30327869,0.92295783,0.0011902555,2.0041112e-06,0.021231096
2,0.31967213,0.92135401,0.0012333886,2.0324215e-06,0.021298618
2,0.33606557,0.91965607,0.0012807551,2.062824e-06,0.021374139
2,0.35245902,0.91786241,0.0013327666,2.095469e-06,0.021458689
2,0.36885246,0.9159713,0.0013898897,2.1305336e-06,0.021553467
2,0.3852459,0.9139809,0.0014526548,2.1682273e-06,0.021659874
2,0.40163934,0.91188923,0.001521665,2.2087983e-06,0.02177955
2,0.41803279,0.9096942,0.0015976081,2.2525416e-06,0.021914419
2,0.43442623,0.90739356,0.0016812694,2.2998084e-06,0.022066748
2,0.45081967,0.90498492,0.0017735479,2.3510183e-06,0.022239216
2,0.46721311,0.90246573,0.0018754747,2.4066744e-06,0.022434997
2,0.48360656,0.89983328,0.0019882358,2.467382e-06,0.022657868
2,0.5,0.89708467,0.0021131987,2.5338722e-06,0.02291234
2,0.51639344,0.8942168,0.0022519446,2.6070316e-06,0.02320382
2,0.53278689,0.89122639,0.0024063065,2.6879406e-06,0.023538817
2,0.54918033,0.88810991,0.0025784168,2.7779214e-06,0.023925196
2,0.56557377,0.88486361,0.002770763,2.8786009e-06,0.024372509
2,0.58196721,0.88148347,0.0029862571,2.991991e-06,0.024892405
2,0.59836066,0.8779652,0.0032283193,3.1205939e-06,0.02549916
2,0.6147541,0.87430421,0.0035009816,3.2675405e-06,0.026210354
2,0.63114754,0.87049558,0.003809015,3.4367719e-06,0.027047753
2,0.64754098,0.86653401,0.0041580864,3.6332831e-06,0.028038442
2,0.66393443,0.86241384,0.0045549554,3.863449e-06,0.029216326
2,0.68032787,0.85812896,0.005007718,4.135466e-06,0.030624082
2,0.69672131,0.8536728,0.0055261147,4.4599562e-06,0.032315767
2,0.71311475,0.84903826,0.0061219178,4.8508013e-06,0.034360279
2,0.7295082,0.84421768,0.0068094236,5.3263066e-06,0.036846014
2,0.74590164,0.83920275,0.0076060804,5.9108433e-06,0.03988717
2,0.76229508,0.83398445,0.008533293,6.6371944e-06,0.043632334
2,0.77868852,0.82855299,0.0096174619,7.5499504e-06,0.048276285
2,0.79508197,0.82289767,0.01089133,8.7104946e-06,0.054076344
2,0.81147541,0.81700682,0.01239574,1.0204436e-05,0.061375218
2,0.82786885,0.81086761,0.01418194,1.2152875e-05,0.070633165
2,0.8442623,0.80446599,0.016314626,1.4729805e-05,0.082473711
2,0.86065574,0.7977864,0.018875976,1.8189512e-05,0.097749167
2,0.87704918,0.79081167,0.021971023,2.2910692e-05,0.11763534
2,0.89344262,0.78352269,0.025734845,2.9469178e-05,0.14376959
2,0.90983607,0.77589817,0.030342202,3.8761001e-05,0.17845366
2,0.92622951,0.76791421,0.036020475,5.2216594e-05,0.22495371
2,0.94262295,0.75954396,0.04306698,7.2185208e-05,0.28794661
2,0.95901639,0.75075697,0.051872002,0.00010264768,0.37418579
2,0.97540984,0.7415186,0.062948976,0.00015058392,0.49349417
2,0.99180328,0.73178915,0.076973024,0.00022868873,0.66023505
2.5,0.0081967213,0.91314666,0.001479796,2.0291765e-06,0.02170661
2.5,0.024590164,0.91306244,0.0014825639,2.0305564e-06,0.021711401
2.5,0.040983607,0.91289393,0.0014881177,2.0333217e-06,0.021721026
2.5,0.057377049,0.912641,0.0014964929,2.0374837e-06,0.021735576
2.5,0.073770492,0.91230345,0.0015077437,2.0430598e-06,0.021755185
2.5,0.090163934,0.91188099,0.0015219432,2.0500734e-06,0.021780038
2.5,0.10655738,0.91137329,0.0015391846,2.0585549e-06,0.021810371
2.5,0.12295082,0.91077994,0.0015595821,2.0685418e-06,0.021846477
2.5,0.13934426,0.91010046,0.0015832725,2.08008e-06,0.021888709
2.5,0.1557377,0.90933427,0.0016104168,2.0932244e-06,0.021937488
2.5,0.17213115,0.90848076,0.0016412024,2.1080402e-06,0.02199331
2.5,0.18852459,0.90753921,0.0016758454,2.1246041e-06,0.022056755
2.5,0.20491803,0.90650884,0.0017145937,2.1430063e-06,0.022128499
2.5,0.22131148,0.90538877,0.0017577302,2.1633523e-06,0.022209327
2.5,0.23770492,0.90417805,0.001805577,2.1857652e-06,0.022300147
2.5,0.25409836,0.90287565,0.0018584997,2.2103889e-06,0.022402013
2.5,0.2704918,0.90148043,0.0019169128,2.2373914e-06,0.022516142
2.5,0.28688525,0.89999116,0.0019812863,2.2669688e-06,0.022643945
2.5,0.30327869,0.89840653,0.0020521527,2.2993505e-06,0.022787059
2.5,0.31967213,0.8967251,0.0021301154,2.3348052e-06,0.022947381
2.5,0.33606557,0.89494536,0.002215859,2.3736484e-06,0.023127122
2.5,0.35245902,0.89306564,0.0023101607,2.4162508e-06,0.023328855
2.5,0.36885246,0.89108419,0.0024139039,2.4630498e-06,0.023555589
2.5,0.3852459,0.88899912,0.0025280943,2.5145628e-06,0.023810847
